param1,param2,n,generation,gamma_ta,label
div_and_fold,fold_then_div,14,NA,-0.0007441253248625457,Trace
div_and_fold,fold_then_div,14,NA,-0.0007441253248625457,Trace
div_and_fold,fold_then_div,14,NA,-0.0007441253248625457,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,fold_growth,14,NA,0.012038700311632762,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,division_ratio,14,NA,-0.021567142561477282,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,added_length,14,NA,0.0019986819693126926,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,generationtime,14,NA,0.0056216695365119375,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_birth,14,NA,-0.019713781535486082,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,length_final,14,NA,-0.010058091714820604,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_and_fold,growth_rate,14,NA,0.008896083113777112,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_then_fold,14,NA,0.0029211359367500435,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,div_and_fold,14,NA,0.0013410746490604625,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_then_div,14,NA,0.001356424270635668,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,fold_growth,14,NA,0.0020654085542338965,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,division_ratio,14,NA,-0.0002520044193788474,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,added_length,14,NA,-0.0002054301159142855,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,generationtime,14,NA,-0.0010539842216974312,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
div_then_fold,length_birth,14,NA,-0.003718641588121657,Trace
